Ditta,Rag. Soc.(attivita'),Tipo_stampa,DataStoDit,DataStoAna,CodAnacf,DataInizio,DataFine,CodiceConto,Descr_conto,ContoChiusura,Saldo_apertura,Progr_dare,Progr_avere,Saldo_preced,Num_riga,Data_registraz,Cod_causale,Descrizione,CodiceControp,Descr_controp,Num_documento,Num_documento_ori,Data_documento,Importo_dare,Importo_avere,Importo_saldo,Attivita_ETS,Codice_UnProd,Descr_UnProD,CodAnacfControp,DescrAgg,DescrAgg2,DescrAgg3
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","4.904,41","7.881,56","2.977,15-",217,25/05/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,39","2.977,54-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","4.904,41","7.881,95","2.977,54-",218,26/05/2025,100,ADDEBITO CARTE  CREDITO,24/05/2001,BCC RAVENNATE FORLIVESE E IMOLES,,,,"1.142,72",,"1.834,82-",,0,,24776,CREDITO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,02/05/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","7.881,95","1.834,82-",219,03/06/2025,27,S/DO FATTURA    SERVIZI,40/00069,SAS SENDINBLUE,16/95,SIB-3080720,02/05/2025,,55,"1.889,82-",,0,,499203,SERVIZI,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,08/06/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","7.936,95","1.889,82-",220,09/06/2025,27,S/DO FATTURA,40/00007,TRENITALIA S.P.A.,186/00,2025/9001624179,08/06/2025,,"4,85","1.894,67-",,0,,40148,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","7.941,80","1.894,67-",221,10/06/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,39","1.895,06-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","7.942,19","1.895,06-",222,10/06/2025,100,PAG.TO NUOVA    SIDAP CARBURAN,66/30/042,CARBURANTI E LUBRIFICANTI INDED.,,,,,"43,89","1.938,95-",,0,,24776,SIDAP CARBURANTE,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","7.986,08","1.938,95-",223,10/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"12,6","1.951,55-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","7.998,68","1.951,55-",224,10/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"12,6","1.964,15-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,09/06/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.011,28","1.964,15-",225,10/06/2025,27,S/DO FATTURA,40/00093,SICILY BY CAR SPA,193/00,R1_327144,09/06/2025,,"107,19","2.071,34-",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.118,47","2.071,34-",226,16/06/2025,100,PAG.TO          TRENITALIA,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"4,85","2.076,19-",,0,,24776,TRENITALIA,NON DOCUMENTATO,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.123,32","2.076,19-",227,17/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"12,6","2.088,79-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.135,92","2.088,79-",228,17/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"9,3","2.098,09-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.145,22","2.098,09-",229,17/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,1,"2.099,09-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.146,22","2.099,09-",230,17/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"2,5","2.101,59-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,16/06/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.148,72","2.101,59-",231,17/06/2025,27,S/DO FATTURA,40/00007,TRENITALIA S.P.A.,194/00,2025/9001717971,16/06/2025,,"4,85","2.106,44-",,0,,40148,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.153,57","2.106,44-",232,18/06/2025,100,PAG.TO          GOLDENGAS,66/30/042,CARBURANTI E LUBRIFICANTI INDED.,,,,,"34,81","2.141,25-",,0,,24776,GOLDENGAS,CARBURANTE,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.188,38","2.141,25-",233,18/06/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,39","2.141,64-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,17/06/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.188,77","2.141,64-",234,18/06/2025,27,S/DO FATTURA,40/00093,SICILY BY CAR SPA,204/00,R1_349742,17/06/2025,,"118,38","2.260,02-",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.307,15","2.260,02-",235,23/06/2025,101,PAG. FATT.      CIRCLEBACK,,,,,,,"21,83","2.281,85-",,0,,,CIRCLEBACK,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.328,98","2.281,85-",236,23/06/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,38","2.282,23-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,23/06/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.329,36","2.282,23-",237,24/06/2025,27,S/DO FATTURA,40/00007,TRENITALIA S.P.A.,202/00,2025/9001789981,23/06/2025,,"4,85","2.287,08-",,0,,40148,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","6.047,13","8.334,21","2.287,08-",238,25/06/2025,100,ADDEBITO CARTA  CREDITO,24/05/2001,BCC RAVENNATE FORLIVESE E IMOLES,,,,"1.834,82",,"452,26-",,0,,24776,CREDITO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.334,21","452,26-",239,25/06/2025,100,PAG.TO STAZIONE SAM CARBURANTE,66/30/042,CARBURANTI E LUBRIFICANTI INDED.,,,,,67,"519,26-",,0,,24776,SAM CARBURANTE,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.401,21","519,26-",240,25/06/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,39","519,65-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.401,60","519,65-",241,25/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"12,6","532,25-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.414,20","532,25-",242,25/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"7,3","539,55-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.421,50","539,55-",243,25/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"12,6","552,15-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.434,10","552,15-",244,25/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"2,2","554,35-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.436,30","554,35-",245,26/06/2025,100,PAG.TO PASTI    CAMST TAVOLAMI,68/05/400,SPESE PASTI SOGGIORNI INDEDUCIBI,,,,,"17,8","572,15-",,0,,24776,CAMST TAVOLAMICA,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.454,10","572,15-",246,26/06/2025,100,PAG.TO CARPI    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"7,3","579,45-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.461,40","579,45-",247,26/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"12,6","592,05-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.474,00","592,05-",248,26/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"12,6","604,65-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.486,60","604,65-",249,26/06/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"7,3","611,95-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,25/06/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.493,90","611,95-",250,26/06/2025,27,S/DO FATTURA,40/00007,TRENITALIA S.P.A.,205/00,2025/9001816623,25/06/2025,,"4,85","616,80-",,0,,40148,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.498,75","616,80-",251,27/06/2025,100,PAG.TO          GOLDENGAS,66/30/042,CARBURANTI E LUBRIFICANTI INDED.,,,,,"61,02","677,82-",,0,,24776,GOLDENGAS,CARBURANTE,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.559,77","677,82-",252,27/06/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,39","678,21-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,26/06/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.560,16","678,21-",253,27/06/2025,27,S/DO FATTURA,40/00093,SICILY BY CAR SPA,215/00,R1_375160,26/06/2025,,"197,92","876,13-",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.758,08","876,13-",254,30/06/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,44","876,57-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.758,52","876,57-",255,30/06/2025,101,"PAG. FATT.      WEBFLOW,INC.",,,,,,,"24,96","901,53-",,0,,,"WEBFLOW,INC.",,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,02/06/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.783,48","901,53-",256,03/07/2025,27,S/DO FATTURA    SERVIZI,40/00069,SAS SENDINBLUE,17/95,SIB-3230871,02/06/2025,,55,"956,53-",,0,,499203,SERVIZI,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.838,48","956,53-",257,16/07/2025,100,PAG.TO          TRENITALIA,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"4,85","961,38-",,0,,24776,TRENITALIA,NON DOCUMENTATO,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.843,33","961,38-",258,18/07/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"9,4","970,78-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.852,73","970,78-",259,18/07/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"13,7","984,48-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.866,43","984,48-",260,18/07/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"2,6","987,08-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,17/07/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.869,03","987,08-",261,18/07/2025,27,S/DO FATTURA,40/00007,TRENITALIA S.P.A.,227/00,2025/9002031153,17/07/2025,,"4,85","991,93-",,0,,40148,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.873,88","991,93-",262,21/07/2025,100,PAG.TO          GOLDENGAS,66/30/042,CARBURANTI E LUBRIFICANTI INDED.,,,,,"68,54","1.060,47-",,0,,24776,GOLDENGAS,CARBURANTE,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.942,42","1.060,47-",263,21/07/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,39","1.060,86-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,18/07/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","8.942,81","1.060,86-",264,21/07/2025,27,S/DO FATTURA,40/00093,SICILY BY CAR SPA,230/00,R1_434806,18/07/2025,,"125,57","1.186,43-",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","9.068,38","1.186,43-",265,23/07/2025,101,PAG. FATT.      CIRCLEBACK,,,,,,,"21,53","1.207,96-",,0,,,CIRCLEBACK,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","9.089,91","1.207,96-",266,23/07/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,38","1.208,34-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","7.881,95","9.090,29","1.208,34-",267,28/07/2025,100,ADDEBITO CARTA  CREDITO,24/05/2001,BCC RAVENNATE FORLIVESE E IMOLES,,,,"876,13",,"332,21-",,0,,24776,CREDITO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.090,29","332,21-",268,28/07/2025,101,"PAG. FATT.      WEBFLOW, INC.",,,,,,,"24,78","356,99-",,0,,,"WEBFLOW, INC.",,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.115,07","356,99-",269,28/07/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,43","357,42-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,28/07/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.115,50","357,42-",270,29/07/2025,27,S/DO FATTURA,40/00023,IUBENDA S.R.L.,231/00,2025-213055,28/07/2025,,99,"456,42-",,0,,303102,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,30/07/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.214,50","456,42-",271,31/07/2025,27,S/DO FATTURA,40/00007,TRENITALIA S.P.A.,233/00,2025/9002130738,30/07/2025,,"4,85","461,27-",,0,,40148,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,31/07/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.219,35","461,27-",272,01/08/2025,27,S/DO FATTURA,40/00007,TRENITALIA S.P.A.,235/00,2025/9002141475,31/07/2025,,"4,85","466,12-",,0,,40148,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.224,20","466,12-",273,01/08/2025,100,PAG.TO PASTI    AUTOGRILL RICC,68/05/400,SPESE PASTI SOGGIORNI INDEDUCIBI,,,,,10,"476,12-",,0,,24776,AUTOGRILL RICCIONE,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.234,20","476,12-",274,01/08/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"12,7","488,82-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.246,90","488,82-",275,01/08/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"7,4","496,22-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.254,30","496,22-",276,01/08/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"7,1","503,32-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.261,40","503,32-",277,01/08/2025,100,PAG.TO ASPIT    PEDAGGIO,68/05/430,SPESE VIAGGI INDEDUCIBILI,,,,,"12,7","516,02-",,0,,24776,PEDAGGIO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.274,10","516,02-",278,04/08/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,39","516,41-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,01/08/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.274,49","516,41-",279,04/08/2025,27,S/DO FATTURA,40/00093,SICILY BY CAR SPA,245/00,R1_471244,01/08/2025,,"115,55","631,96-",,0,,62388,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.390,04","631,96-",280,04/08/2025,100,PAG.TO          GOLDENGAS,66/30/042,CARBURANTI E LUBRIFICANTI INDED.,,,,,"48,84","680,80-",,0,,24776,GOLDENGAS,CARBURANTE,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,02/07/2025,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.438,88","680,80-",281,04/08/2025,27,S/DO FATTURA    SERVIZI,40/00069,SAS SENDINBLUE,18/95,SIB-3383284,02/07/2025,,55,"735,80-",,0,,499203,SERVIZI,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","8.758,08","9.493,88","735,80-",282,25/08/2025,100,ADDEBITO CARTA  CREDITO,24/05/2001,BCC RAVENNATE FORLIVESE E IMOLES,,,,"357,42",,"378,38-",,0,,24776,CREDITO,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","9.115,50","9.493,88","378,38-",283,25/08/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,38","378,76-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","9.115,50","9.494,26","378,76-",284,25/08/2025,100,PAG.TO          CIRCLEBACK,18/40/035,FORNITORI C/SPESE ANTICIPATE-ACC,,,,,"21,56","400,32-",,0,,24776,CIRCLEBACK,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","9.115,50","9.515,82","400,32-",285,28/08/2025,123,SPESE BANCARIE,88/20/551,ONERI BANCARI,,,,,"0,44","400,76-",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2004,CARTA DI CREDITO 8158,55/05/010,"855,39-","9.115,50","9.516,26","400,76-",286,28/08/2025,101,"PAG. FATT.      WEBFLOW,INC.",40/00149,"WEBFLOW, INC.",,,,,25,"425,76-",,0,,527038,"WEBFLOW,INC.",,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2006,CARTA PAYPAL,55/05/010,"1.777,15",,,"1.777,15",1,01/01/2025,25,SALDO APERTURA  AL 01/01/25,55/05/005,BILANCIO DI APERTURA,,,,"1.777,15",,"1.777,15",,0,,24776,AL 01/01/25,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2006,CARTA PAYPAL,55/05/010,"1.777,15","1.777,15",,"1.777,15",2,02/01/2025,100,ADDEBITO PAYPAL,24/05/2003,CARTA DI CREDITO 2784,,,,"133,63",,"1.910,78",,0,,24776,,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,,24776,01/01/2025,31/08/2025,24/05/2006,CARTA PAYPAL,55/05/010,"1.777,15","1.910,78",,"1.910,78",3,02/01/2025,100,PAG.TO          SEED DEVELOPEM,68/05/491,ALTRI SERVIZI INDEDUCIBILI,,,,,"133,63","1.777,15",,0,,24776,SEED DEVELOPEMENT,,
3101,AWENTIA S.R.L.,PARTITARIO,31/08/2025,13/01/2025,24776,01/01/2025,31/08/2025,24/05/2006,CARTA PAYPAL,55/05/010,"1.777,15","1.910,78","133,63","1.777,15",4,13/01/2025,27,S/DO FATTURA,40/00114,FIVERR INTERNATIONAL LTD.,4/96,FI17568518321,13/01/2025,,"260,27","1.516,88",,0,,515328,,,
